id	species	x	y
SIBBr_3339	Tetragona clavipes	-47.4775	-20.2575
SIBBr_3456	Tetragona clavipes	-40.599244	-16.860756
SIBBr_3836	Tetragona clavipes	-46.875	-17.221944
SIBBr_3853	Tetragona clavipes	-43.616717	-19.3495
SIBBr_6215	Tetragona clavipes	-44.991389	-21.348056
SIBBr_7447	Tetragona clavipes	-48.530185	-21.613278
SIBBr_8775	Tetragona clavipes	-44.417475	-19.881856
SIBBr_9344	Tetragona clavipes	-46.484556	-23.075692
SIBBr_11201	Tetragona clavipes	-41.607222	-20.626389
SPECIESLINK_45824	Tetragona clavipes	-47.739	-15.5504
SPECIESLINK_45829	Tetragona clavipes	-47.7246	-15.8778
SPECIESLINK_45830	Tetragona clavipes	-47.649	-15.65
SPECIESLINK_45834	Tetragona clavipes	-47.755241	-15.851136
SPECIESLINK_45843	Tetragona clavipes	-47.518	-15.69
SPECIESLINK_45862	Tetragona clavipes	-47.681	-15.5611
SPECIESLINK_46160	Tetragona clavipes	-61.5511111	-2.0465833
SPECIESLINK_46163	Tetragona clavipes	-65.05	-0.4333333
SPECIESLINK_46164	Tetragona clavipes	-66.8405556	0.3046389
SPECIESLINK_46165	Tetragona clavipes	-44.0244	-20.4078
SPECIESLINK_46166	Tetragona clavipes	-60.025	-3.10194
SPECIESLINK_46169	Tetragona clavipes	-60.1458	-12.7406
SPECIESLINK_46389	Tetragona clavipes	-49.2538986206055	-16.6786003112793
SPECIESLINK_46390	Tetragona clavipes	-46.034763	-1.219664
SPECIESLINK_46392	Tetragona clavipes	-58.00000005	-3.00000002
SPECIESLINK_46393	Tetragona clavipes	-46.280239	-4.476042
SPECIESLINK_46401	Tetragona clavipes	-44.49035	-6.412315
SPECIESLINK_46404	Tetragona clavipes	-42.87471	-20.743317
SPECIESLINK_46462	Tetragona clavipes	-44.239815	-6.417765
SPECIESLINK_47198	Tetragona clavipes	-62.9241981506348	-0.974722027778625
SPECIESLINK_47206	Tetragona clavipes	-70.0310974121094	-4.38305997848511
SPECIESLINK_47327	Tetragona clavipes	-65.0192031860352	-0.413888990879059
SPECIESLINK_47387	Tetragona clavipes	-52.2508010864258	-15.897500038147
SPECIESLINK_47405	Tetragona clavipes	-43.3602981567383	-3.74166989326477
SPECIESLINK_47447	Tetragona clavipes	-44.418098449707	-15.2941999435425
SPECIESLINK_47513	Tetragona clavipes	-44.3050003051758	-15.9033002853394
SPECIESLINK_47529	Tetragona clavipes	-44.3586006164551	-9.07444000244141
SPECIESLINK_47580	Tetragona clavipes	-61.3706016540527	3.65222001075745
SPECIESLINK_47700	Tetragona clavipes	-48.5043983459473	-1.4558299779892
SPECIESLINK_47756	Tetragona clavipes	-50.307778	-0.961944
SPECIESLINK_47762	Tetragona clavipes	-47.6199989318848	-1.12889003753662
SPECIESLINK_47837	Tetragona clavipes	-56.756833	-21.120167
SPECIESLINK_47838	Tetragona clavipes	-56.718889	-21.120556
SPECIESLINK_47839	Tetragona clavipes	-54.818889	-22.223611
SPECIESLINK_47840	Tetragona clavipes	-56.783889	-21.440278
SPECIESLINK_48065	Tetragona clavipes	-53.861667	-27.265
GBIF_36221	Tetragona goettei	-59.985475	-3.097592
GBIF_36223	Tetragona goettei	-60.035809	-2.992118
GBIF_36224	Tetragona goettei	-76.279192	-0.438419
GBIF_36226	Tetragona goettei	-77.611953	-1.069971
GBIF_36229	Tetragona goettei	-56.798056	-3.651667
GBIF_36235	Tetragona goettei	-75.086667	-10.576667
GBIF_36236	Tetragona goettei	-75.315	-10.785
GBIF_36237	Tetragona goettei	-75.198333	-10.733333
GBIF_36239	Tetragona goettei	-62.557983	-9.4101
GBIF_36240	Tetragona goettei	-62.72395	-11.074683
GBIF_36241	Tetragona goettei	-78.983333	-4.116667
GBIF_36244	Tetragona goettei	-76.459722	-0.470556
GBIF_36246	Tetragona goettei	-64.44855	-14.82998
GBIF_36248	Tetragona goettei	-69.05	-12.55
GBIF_36257	Tetragona goettei	-68.504444	-10.651667
GBIF_36264	Tetragona goettei	-63.683333	-5.716667
GBIF_36265	Tetragona goettei	-77.816667	-0.966667
GBIF_36266	Tetragona goettei	-55.416667	-3.666667
GBIF_36281	Tetragona goettei	-48.47061	-1.43728
GBIF_36283	Tetragona goettei	-71.49078	-12.79958
GBIF_36286	Tetragona goettei	-71.30007	-12.99996
GBIF_36290	Tetragona goettei	-77.291547	0.062092
GBIF_36293	Tetragona goettei	-70.173333	1.198333
GBIF_36294	Tetragona goettei	-73.864722	-5.170278
GBIF_36296	Tetragona goettei	-77.2623	0.0837
GBIF_36298	Tetragona goettei	-70.396111	-13.063889
GBIF_36300	Tetragona goettei	-69.583056	-11.35
GBIF_36302	Tetragona goettei	-72.628056	-3.475
GBIF_36303	Tetragona goettei	-76.005	-9.2975
GBIF_36307	Tetragona goettei	-76.985833	-0.418333
GBIF_36309	Tetragona goettei	-78.956667	-4.069167
GBIF_36313	Tetragona goettei	-55.504444	-11.8645
GBIF_36322	Tetragona goettei	-76.356944	-11.125
GBIF_36327	Tetragona goettei	-74.088889	-9.998889
GBIF_36330	Tetragona goettei	-76.150361	-0.636917
GBIF_36335	Tetragona goettei	-57.402778	-6.222222
GBIF_36340	Tetragona goettei	-51.183333	-7.716944
GBIF_36346	Tetragona goettei	-62.066667	-3.85
GBIF_36360	Tetragona goettei	-65.083333	-2.15
GBIF_36361	Tetragona goettei	-65.583333	-1.883333
GBIF_36362	Tetragona goettei	-67.093333	-9.974722
GBIF_36364	Tetragona goettei	-67.675556	-10.572778
GBIF_36368	Tetragona goettei	-59.766667	-2.45
GBIF_36376	Tetragona goettei	-62.85	-11.933333
GBIF_36377	Tetragona goettei	-64.833333	-10.316667
GBIF_36380	Tetragona goettei	-62.933333	-10.866667
GBIF_36381	Tetragona goettei	-63.175	-8.296667
GBIF_36382	Tetragona goettei	-62.240278000000004	-10.921944
GBIF_36390	Tetragona goettei	-65.3325	-10.411111
GBIF_36400	Tetragona goettei	-66.016111	-9.748889
GBIF_36403	Tetragona goettei	-66.093333	-9.767778
GBIF_36405	Tetragona goettei	-64.4175	-9.144167
GBIF_36406	Tetragona goettei	-64.339722	-10.573889
GBIF_36408	Tetragona goettei	-64.323056	-10.573889
GBIF_36409	Tetragona goettei	-62.016111	-11.176667
GBIF_36413	Tetragona goettei	-62.015833	-10.656944
GBIF_36418	Tetragona goettei	-62.983333	-10.726389
GBIF_36422	Tetragona goettei	-62.401944	-10.778056
GBIF_36423	Tetragona goettei	-62.339444	-10.831667
GBIF_36425	Tetragona goettei	-62.029444	-10.834167
GBIF_36427	Tetragona goettei	-62.417778	-10.889167
GBIF_36429	Tetragona goettei	-62.014444	-10.943611
GBIF_36431	Tetragona goettei	-62.015278	-11.000833
GBIF_36432	Tetragona goettei	-62.078333	-11.043889
GBIF_36437	Tetragona goettei	-62.418056	-11.001111
GBIF_36445	Tetragona goettei	-62.142778	-11.149444
GBIF_36449	Tetragona goettei	-62.355833	-11.133611
GBIF_36457	Tetragona goettei	-64.983333	-10.316667
GBIF_36458	Tetragona goettei	-64.983333	-10.85
GBIF_36459	Tetragona goettei	-64.983333	-10.75
GBIF_36481	Tetragona goettei	-62.983333	-10.983333
GBIF_36500	Tetragona goettei	-62.983333	-10.866667
GBIF_36501	Tetragona goettei	-64.166667	-12.316667
GBIF_36505	Tetragona goettei	-64.233333	-12.316667
GBIF_36506	Tetragona goettei	-64.333889	-12.434722
GBIF_36511	Tetragona goettei	-64.417222	-12.434722
GBIF_36512	Tetragona goettei	-64.016667	-12.283333
GBIF_36525	Tetragona goettei	-64.95	-10.316667
GBIF_36531	Tetragona goettei	-64.233333	-11.966667
GBIF_36536	Tetragona goettei	-62.933333	-10.683333
GBIF_36537	Tetragona goettei	-62.933333	-11.05
GBIF_36542	Tetragona goettei	-62.933333	-10.816667
GBIF_36560	Tetragona goettei	-62.916667	-10.733333
GBIF_36564	Tetragona goettei	-60.916667	-13.266667
GBIF_36566	Tetragona goettei	-64.916667	-10.55
GBIF_36591	Tetragona goettei	-62.883333	-11.883333
GBIF_36594	Tetragona goettei	-61.883333	-9.383333
GBIF_36597	Tetragona goettei	-62.883333	-9.05
GBIF_36602	Tetragona goettei	-62.883333	-9.333333
GBIF_36613	Tetragona goettei	-62.883333	-9.383333
GBIF_36685	Tetragona goettei	-62.355556	-10.744444
GBIF_36690	Tetragona goettei	-62.402222	-10.976389
GBIF_36692	Tetragona goettei	-63.417222	-9.392778
GBIF_36704	Tetragona goettei	-76.418861	-0.122556
GBIF_36705	Tetragona goettei	-76.691694	-0.166111
SPECIESLINK_48425	Tetragona goettei	-61.8666667	-9.7333333
SPECIESLINK_48426	Tetragona goettei	-62.7666667	-0.3666667
SPECIESLINK_48427	Tetragona goettei	-58.8333333	-3.0333333
SPECIESLINK_48435	Tetragona goettei	-60.1458	-12.7406
SPECIESLINK_48438	Tetragona goettei	-63.0408	-9.91333
SPECIESLINK_48440	Tetragona goettei	-44.0244	-20.4078
SPECIESLINK_48453	Tetragona goettei	-58.4442	-3.14306
SPECIESLINK_48458	Tetragona goettei	-60.6733	2.81972
SPECIESLINK_48461	Tetragona goettei	-67.81	-9.97472
SPECIESLINK_48502	Tetragona goettei	-43.366045	-3.181885
SPECIESLINK_48503	Tetragona goettei	-44.279754	-2.544337
SPECIESLINK_48504	Tetragona goettei	-46.3240951	-4.4890121
SPECIESLINK_48863	Tetragona goettei	-66.0916976928711	-2.51389002799988
SPECIESLINK_48866	Tetragona goettei	-68.8724975585938	-3.37832999229431
SPECIESLINK_48902	Tetragona goettei	-64.7114028930664	-3.35417008399963
SPECIESLINK_48906	Tetragona goettei	-45.6582984924316	-3.96333003044128
SPECIESLINK_48909	Tetragona goettei	-65.3394012451172	-10.7827997207642
GBIF_36844	Tetragonisca angustula	-41.903861	-18.841994
GBIF_36845	Tetragonisca angustula	-75.582052	6.265503
GBIF_36848	Tetragonisca angustula	-47.3011	-23.263679
GBIF_36849	Tetragonisca angustula	-47.057784	-23.460748
GBIF_36850	Tetragonisca angustula	-83.329553	8.700909
GBIF_36851	Tetragonisca angustula	-83.726875	9.249945
GBIF_36852	Tetragonisca angustula	-40.600492	-19.937333
GBIF_36853	Tetragonisca angustula	-46.725055	-23.556467
GBIF_36856	Tetragonisca angustula	-47.650583	-15.615617
GBIF_36858	Tetragonisca angustula	-48.095104	-16.008303
GBIF_36861	Tetragonisca angustula	-56.082481	-9.887409
GBIF_36862	Tetragonisca angustula	-84.667788	10.350312
GBIF_36863	Tetragonisca angustula	-84.123485	10.416503
GBIF_36864	Tetragonisca angustula	-75.43031	10.354211
GBIF_36865	Tetragonisca angustula	-46.61842	-23.647841
GBIF_36866	Tetragonisca angustula	-43.996877	-20.231646
GBIF_36868	Tetragonisca angustula	-47.762203	-15.919734
GBIF_36869	Tetragonisca angustula	-75.590067	6.241736
GBIF_36870	Tetragonisca angustula	-82.959163	8.786781
GBIF_36873	Tetragonisca angustula	-74.203677	11.231893
GBIF_36874	Tetragonisca angustula	-89.399438	17.070002
GBIF_36875	Tetragonisca angustula	-47.837167	-15.873656
GBIF_36876	Tetragonisca angustula	-44.023323	-19.815889
GBIF_36878	Tetragonisca angustula	-47.054259	-22.901968
GBIF_36880	Tetragonisca angustula	-89.215383	13.547848
GBIF_36881	Tetragonisca angustula	-92.472712	17.62136
GBIF_36882	Tetragonisca angustula	-75.50277	5.062974
GBIF_36884	Tetragonisca angustula	-89.563912	13.977828
GBIF_36885	Tetragonisca angustula	-76.354438	-6.479845
GBIF_36887	Tetragonisca angustula	-89.617188	17.222588
GBIF_36889	Tetragonisca angustula	-39.093199	-16.410766
GBIF_36895	Tetragonisca angustula	-43.44862	-22.901542
GBIF_36896	Tetragonisca angustula	-92.805046	17.983508
GBIF_36897	Tetragonisca angustula	-49.157953	-27.225257
GBIF_36898	Tetragonisca angustula	-43.935703	-19.923137
GBIF_36905	Tetragonisca angustula	-83.668532	9.900665
GBIF_36907	Tetragonisca angustula	-89.414424	13.886592
GBIF_36908	Tetragonisca angustula	-89.423966	13.876621
GBIF_36909	Tetragonisca angustula	-49.319572	-25.419374
GBIF_36910	Tetragonisca angustula	-46.636879	-23.462685
GBIF_36917	Tetragonisca angustula	-49.3497	-25.4451
GBIF_36918	Tetragonisca angustula	-48.930385	-27.15127
GBIF_36919	Tetragonisca angustula	-75.501541	6.193574
GBIF_36920	Tetragonisca angustula	-40.303973	-20.360994
GBIF_36924	Tetragonisca angustula	-46.102108	-15.904278
GBIF_36929	Tetragonisca angustula	-40.286782	-20.329783
GBIF_36931	Tetragonisca angustula	-48.021365	-18.958322
GBIF_36933	Tetragonisca angustula	-47.032298	-22.887191
GBIF_36934	Tetragonisca angustula	-46.641628	-21.797244
GBIF_36935	Tetragonisca angustula	-47.211327	-23.658324
GBIF_36937	Tetragonisca angustula	-44.998353	-21.239668000000002
GBIF_36940	Tetragonisca angustula	-89.11201	17.53955
GBIF_36941	Tetragonisca angustula	-79.83695	9.165348
GBIF_36942	Tetragonisca angustula	-46.642788	-23.50242
GBIF_36944	Tetragonisca angustula	-49.019609	-21.665334
GBIF_36946	Tetragonisca angustula	-83.591528	10.214952
GBIF_36947	Tetragonisca angustula	-47.270779	-22.824412
GBIF_36950	Tetragonisca angustula	-90.589896	14.525666
GBIF_36951	Tetragonisca angustula	-36.334387	-9.865155
GBIF_36952	Tetragonisca angustula	-38.445238	-12.984575
GBIF_36955	Tetragonisca angustula	-47.536101	-22.41244
GBIF_36960	Tetragonisca angustula	-43.775414	-14.293706
GBIF_36962	Tetragonisca angustula	-46.686453	-23.471239
GBIF_36963	Tetragonisca angustula	-92.151495	17.586489
GBIF_36964	Tetragonisca angustula	-44.167283	-23.144515
GBIF_36966	Tetragonisca angustula	-91.093528	14.39578
GBIF_36970	Tetragonisca angustula	-42.870363	-20.758653
GBIF_36971	Tetragonisca angustula	-37.284881	-11.08608
GBIF_36973	Tetragonisca angustula	-82.266116	9.388191
GBIF_36977	Tetragonisca angustula	-88.852196	17.154297
GBIF_36978	Tetragonisca angustula	-92.081633	17.065486
GBIF_36980	Tetragonisca angustula	-46.517509	-23.769565
GBIF_36984	Tetragonisca angustula	-56.068006	-9.859866
GBIF_36987	Tetragonisca angustula	-48.34405	-20.771797
GBIF_36988	Tetragonisca angustula	-50.058986	-6.065164
GBIF_36989	Tetragonisca angustula	-76.623699	3.32228
GBIF_36991	Tetragonisca angustula	-47.994603	-21.132226
GBIF_36992	Tetragonisca angustula	-44.308019	-16.216791
GBIF_36994	Tetragonisca angustula	-85.846402	14.832526
GBIF_36998	Tetragonisca angustula	-46.632373	-23.652155
GBIF_37000	Tetragonisca angustula	-46.958653	-24.255307
GBIF_37002	Tetragonisca angustula	-45.644553	-18.551191
GBIF_37003	Tetragonisca angustula	-47.544633	-22.397252
GBIF_37005	Tetragonisca angustula	-46.793968	-18.991064
GBIF_37007	Tetragonisca angustula	-39.171227	-16.491394
GBIF_37010	Tetragonisca angustula	-76.634422	3.454063
GBIF_37013	Tetragonisca angustula	-48.045613	-15.864531
GBIF_37016	Tetragonisca angustula	-84.818429	10.309086
GBIF_37017	Tetragonisca angustula	-84.109927	9.998547
GBIF_37018	Tetragonisca angustula	-84.184965	9.949326
GBIF_37023	Tetragonisca angustula	-84.472232	10.085895
GBIF_37025	Tetragonisca angustula	-76.534758	3.35119
GBIF_37029	Tetragonisca angustula	-84.363156	10.407925
GBIF_37033	Tetragonisca angustula	-41.071167	-19.504357
GBIF_37037	Tetragonisca angustula	-46.536167	-23.658964
GBIF_37038	Tetragonisca angustula	-91.133594	14.465197999999999
GBIF_37039	Tetragonisca angustula	-84.96801	10.464531
GBIF_37040	Tetragonisca angustula	-87.930762	15.386423
GBIF_37043	Tetragonisca angustula	-85.878856	14.951574
GBIF_37049	Tetragonisca angustula	-85.836376	14.821602
GBIF_37051	Tetragonisca angustula	-43.224733	-22.854333
GBIF_37054	Tetragonisca angustula	-41.286247	-21.76167
GBIF_37056	Tetragonisca angustula	-84.140486	9.380494
GBIF_37058	Tetragonisca angustula	-82.410107	8.562434
GBIF_37059	Tetragonisca angustula	-43.875458	-19.928353
GBIF_37067	Tetragonisca angustula	-90.83573	16.245822
GBIF_37069	Tetragonisca angustula	-89.116863	14.456337
GBIF_37070	Tetragonisca angustula	-94.945752	17.606148
GBIF_37071	Tetragonisca angustula	-95.063846	17.767876
GBIF_37074	Tetragonisca angustula	-75.365904	-11.048467
GBIF_37075	Tetragonisca angustula	-85.740333	10.034292
GBIF_37084	Tetragonisca angustula	-47.925337	-21.182801
GBIF_37094	Tetragonisca angustula	-83.169016	10.000044
GBIF_37107	Tetragonisca angustula	-53.895408	-17.227312
GBIF_37110	Tetragonisca angustula	-45.627423	-23.752566
GBIF_37115	Tetragonisca angustula	-39.067032	-16.437163
GBIF_37124	Tetragonisca angustula	-85.403663	10.129047
GBIF_37125	Tetragonisca angustula	-45.827641	-21.414303
GBIF_37129	Tetragonisca angustula	-79.674183	9.092171
GBIF_37130	Tetragonisca angustula	-43.230023	-22.551347
GBIF_37133	Tetragonisca angustula	-88.005998	15.397297
GBIF_37137	Tetragonisca angustula	-42.953747	-22.801992
GBIF_37141	Tetragonisca angustula	-46.937827	-21.362538
GBIF_37143	Tetragonisca angustula	-84.075156	10.167362
GBIF_37145	Tetragonisca angustula	-47.814796	-21.256673
GBIF_37146	Tetragonisca angustula	-46.916341	-21.344666
GBIF_37150	Tetragonisca angustula	-81.319336	8.008278
GBIF_37153	Tetragonisca angustula	-73.805388	-12.658882
GBIF_37154	Tetragonisca angustula	-73.49542	-13.108566
GBIF_37155	Tetragonisca angustula	-43.71253	-20.592305
GBIF_37159	Tetragonisca angustula	-47.888762	-15.650368
GBIF_37161	Tetragonisca angustula	-75.437538	-10.60253
GBIF_37164	Tetragonisca angustula	-43.831302	-16.68376
GBIF_37165	Tetragonisca angustula	-87.456906	15.76574
GBIF_37170	Tetragonisca angustula	-89.776766	17.01126
GBIF_37171	Tetragonisca angustula	-79.514181	9.082161
GBIF_37174	Tetragonisca angustula	-46.246304	-19.195859
GBIF_37178	Tetragonisca angustula	-87.012728	14.011881
GBIF_37179	Tetragonisca angustula	-45.665658	-22.87953
GBIF_37180	Tetragonisca angustula	-91.999203	17.391324
GBIF_37182	Tetragonisca angustula	-43.180842	-22.510411
GBIF_37183	Tetragonisca angustula	-87.455075	15.736788
GBIF_37184	Tetragonisca angustula	-43.22141	-22.912504
GBIF_37188	Tetragonisca angustula	-43.227966	-22.968385
GBIF_37190	Tetragonisca angustula	-83.603971	9.901027
GBIF_37191	Tetragonisca angustula	-75.223828	2.938464
GBIF_37193	Tetragonisca angustula	-35.007492	-7.921091
GBIF_37194	Tetragonisca angustula	-87.169722	14.087928
GBIF_37195	Tetragonisca angustula	-43.658596	-19.888847
GBIF_37196	Tetragonisca angustula	-48.468097	-21.028642
GBIF_37204	Tetragonisca angustula	-75.576256	6.234729
GBIF_37207	Tetragonisca angustula	-79.789347	9.30836
GBIF_37209	Tetragonisca angustula	-39.05095	-16.408262
GBIF_37210	Tetragonisca angustula	-75.586114	5.074752
GBIF_37214	Tetragonisca angustula	-69.347351	10.067763
GBIF_37215	Tetragonisca angustula	-92.010221	16.900197
GBIF_37219	Tetragonisca angustula	-83.461532	8.460797
GBIF_37224	Tetragonisca angustula	-91.136687	14.523263
GBIF_37228	Tetragonisca angustula	-75.604381	4.973703
GBIF_37229	Tetragonisca angustula	-46.999166	-23.814599
GBIF_37230	Tetragonisca angustula	-84.13814	10.38783
GBIF_37231	Tetragonisca angustula	-83.14775	8.633622
GBIF_37233	Tetragonisca angustula	-43.619066	-17.211716
GBIF_37234	Tetragonisca angustula	-40.497038	-20.31325
GBIF_37238	Tetragonisca angustula	-83.533583	10.108812
GBIF_37241	Tetragonisca angustula	-45.011907	-23.405713
GBIF_37242	Tetragonisca angustula	-84.787505	10.362275
GBIF_37243	Tetragonisca angustula	-84.64474	10.473784
GBIF_37246	Tetragonisca angustula	-79.616521	9.052797
GBIF_37247	Tetragonisca angustula	-44.920982	-23.158853
GBIF_37248	Tetragonisca angustula	-50.936966	-17.777275
GBIF_37252	Tetragonisca angustula	-84.200245	9.793766
GBIF_37253	Tetragonisca angustula	-89.738124	17.004848
GBIF_37254	Tetragonisca angustula	-75.663411	4.978197
GBIF_37261	Tetragonisca angustula	-89.250194	14.025679
GBIF_37269	Tetragonisca angustula	-84.44799	10.37829
GBIF_37282	Tetragonisca angustula	-75.624577	5.61587
GBIF_37283	Tetragonisca angustula	-73.567875	10.417039
GBIF_37321	Tetragonisca angustula	-75.735417	4.744956
GBIF_37323	Tetragonisca angustula	-92.026855	15.723969
GBIF_37324	Tetragonisca angustula	-54.589807	-20.449075
GBIF_37328	Tetragonisca angustula	-36.02521	-8.359165
GBIF_37329	Tetragonisca angustula	-84.689168	10.477574
GBIF_37330	Tetragonisca angustula	-49.61613	-22.184515
GBIF_37332	Tetragonisca angustula	-88.757645	15.804424
GBIF_37333	Tetragonisca angustula	-46.765177	-21.972773
GBIF_37334	Tetragonisca angustula	-84.143716	10.002503
GBIF_37335	Tetragonisca angustula	-40.348115	-20.298003
GBIF_37337	Tetragonisca angustula	-73.779687	6.653765
GBIF_37338	Tetragonisca angustula	-45.746726	-22.747237
GBIF_37371	Tetragonisca angustula	-45.015702	-12.138557
GBIF_37372	Tetragonisca angustula	-45.054373	-12.123614
GBIF_37373	Tetragonisca angustula	-46.541412	-23.54733
GBIF_37375	Tetragonisca angustula	-48.177042	-15.584065
GBIF_37376	Tetragonisca angustula	-40.332489	-17.835688
GBIF_37385	Tetragonisca angustula	-52.045998	-21.81984
GBIF_37386	Tetragonisca angustula	-83.861018	9.8189
GBIF_37387	Tetragonisca angustula	-84.159462	9.420356
GBIF_37388	Tetragonisca angustula	-83.629912	9.908447
GBIF_37394	Tetragonisca angustula	-86.214444	11.862557
GBIF_37399	Tetragonisca angustula	-86.134383	11.842362
GBIF_37400	Tetragonisca angustula	-75.593961	6.217
GBIF_37401	Tetragonisca angustula	-56.386467	-20.236378
GBIF_37404	Tetragonisca angustula	-43.368805	-22.997167
GBIF_37408	Tetragonisca angustula	-87.08315	14.21895
GBIF_37413	Tetragonisca angustula	-76.272818	1.884426
GBIF_37419	Tetragonisca angustula	-39.320285	-7.372158
GBIF_37423	Tetragonisca angustula	-47.656496	-18.60649
GBIF_37428	Tetragonisca angustula	-83.808545	9.254377
GBIF_37429	Tetragonisca angustula	-84.211362	10.097852
GBIF_37438	Tetragonisca angustula	-38.460105	-12.989093
GBIF_37442	Tetragonisca angustula	-48.850126	-24.51301
GBIF_37444	Tetragonisca angustula	-73.17905	5.2369
GBIF_37447	Tetragonisca angustula	-73.158317	5.2146
GBIF_37456	Tetragonisca angustula	-76.8875	0.081389
GBIF_37457	Tetragonisca angustula	-84.75238	10.494737
GBIF_37467	Tetragonisca angustula	-84.626213	10.368881
GBIF_37477	Tetragonisca angustula	-91.73241	16.293331
GBIF_37488	Tetragonisca angustula	-42.676799	-18.752406
GBIF_37492	Tetragonisca angustula	-90.472267	14.474087
GBIF_37493	Tetragonisca angustula	-44.946809	-17.348869
GBIF_37494	Tetragonisca angustula	-45.900931	-22.139987
GBIF_37495	Tetragonisca angustula	-43.304067	-22.602221
GBIF_37502	Tetragonisca angustula	-85.057022	10.728803
GBIF_37507	Tetragonisca angustula	-91.58248	16.978128
GBIF_37510	Tetragonisca angustula	-43.169922	-22.583445
GBIF_37511	Tetragonisca angustula	-90.561378	14.325873
GBIF_37515	Tetragonisca angustula	-88.036309	14.156052
GBIF_37516	Tetragonisca angustula	-44.09342	-22.508012
GBIF_37525	Tetragonisca angustula	-43.171887	-22.936421
GBIF_37526	Tetragonisca angustula	-45.169225	-23.469482
GBIF_37530	Tetragonisca angustula	-44.080904	-19.916123
GBIF_37535	Tetragonisca angustula	-90.807086	14.99476
GBIF_37536	Tetragonisca angustula	-44.051903	-12.982357
GBIF_37538	Tetragonisca angustula	-57.676211	-16.077036
GBIF_37540	Tetragonisca angustula	-79.212945	0.526094
GBIF_37543	Tetragonisca angustula	-83.063369	9.823875
GBIF_37544	Tetragonisca angustula	-35.856488	-8.701617
GBIF_37554	Tetragonisca angustula	-47.992211	-25.156432
GBIF_37556	Tetragonisca angustula	-49.961932	-16.059089
GBIF_37563	Tetragonisca angustula	-42.06535	-16.855233
GBIF_37565	Tetragonisca angustula	-46.588551	-23.465152
GBIF_37573	Tetragonisca angustula	-82.420866	8.387292
GBIF_37574	Tetragonisca angustula	-78.35938	7.888
GBIF_37576	Tetragonisca angustula	-43.049375	-22.557799
GBIF_37580	Tetragonisca angustula	-83.878445	9.833267
GBIF_37587	Tetragonisca angustula	-35.905513	-8.656132
GBIF_37590	Tetragonisca angustula	-43.94136	-19.938335
GBIF_37591	Tetragonisca angustula	-82.849787	9.739439
GBIF_37594	Tetragonisca angustula	-93.280919	16.236552
GBIF_37596	Tetragonisca angustula	-84.686759	10.498325
GBIF_37597	Tetragonisca angustula	-45.140179	-7.086414
GBIF_37598	Tetragonisca angustula	-84.302063	9.907705
GBIF_37604	Tetragonisca angustula	-85.313842	10.943038
GBIF_37605	Tetragonisca angustula	-85.43615	10.634215
GBIF_37610	Tetragonisca angustula	-83.91558	9.499405
GBIF_37619	Tetragonisca angustula	-84.754235	10.48752
GBIF_37621	Tetragonisca angustula	-46.746967	-22.197508
GBIF_37623	Tetragonisca angustula	-47.743817	-14.167747
GBIF_37625	Tetragonisca angustula	-43.489855	-23.02292
GBIF_37657	Tetragonisca angustula	-73.067222	7.099722
GBIF_37682	Tetragonisca angustula	-85.335	10.761
GBIF_37683	Tetragonisca angustula	-43.405863	-22.958545
GBIF_37689	Tetragonisca angustula	-83.911697	10.235005
GBIF_37690	Tetragonisca angustula	-90.372458	15.468502
GBIF_37692	Tetragonisca angustula	-82.422596	8.600842
GBIF_37694	Tetragonisca angustula	-46.939974	-23.45246
GBIF_37697	Tetragonisca angustula	-78.920791	-4.045652
GBIF_37704	Tetragonisca angustula	-41.944445	-18.872219
GBIF_37705	Tetragonisca angustula	-74.186479	10.517646
GBIF_37707	Tetragonisca angustula	-47.885795	-21.946442
GBIF_37709	Tetragonisca angustula	-90.882529	16.697598
GBIF_37710	Tetragonisca angustula	-84.100403	9.976416
GBIF_37711	Tetragonisca angustula	-86.343946	12.086444
GBIF_37720	Tetragonisca angustula	-80.563862	7.945938
GBIF_37722	Tetragonisca angustula	-89.292578	13.593316
GBIF_37723	Tetragonisca angustula	-89.641377	13.994213
GBIF_37724	Tetragonisca angustula	-79.69838	9.117842
GBIF_37726	Tetragonisca angustula	-82.614473	8.513721
GBIF_37728	Tetragonisca angustula	-80.112592	8.603039
GBIF_37733	Tetragonisca angustula	-74.380305	5.069532
GBIF_37755	Tetragonisca angustula	-41.127455	-20.314729
GBIF_37756	Tetragonisca angustula	-78.467812	0.874452
GBIF_37760	Tetragonisca angustula	-92.302125	15.125197
GBIF_37761	Tetragonisca angustula	-75.194962	6.83589
GBIF_37764	Tetragonisca angustula	-51.451005	-22.160251
GBIF_37765	Tetragonisca angustula	-43.691412	-20.523639
GBIF_37773	Tetragonisca angustula	-79.476608	9.034435
GBIF_37776	Tetragonisca angustula	-90.466949	14.440812
GBIF_37777	Tetragonisca angustula	-75.674025	4.565188
GBIF_37779	Tetragonisca angustula	-89.28532	13.695379
GBIF_37780	Tetragonisca angustula	-73.560844	11.237073
GBIF_37782	Tetragonisca angustula	-75.737066	1.510869
GBIF_37783	Tetragonisca angustula	-75.748078	6.02774
GBIF_37791	Tetragonisca angustula	-74.330157	4.979068
GBIF_37792	Tetragonisca angustula	-84.110277	9.942808
GBIF_37794	Tetragonisca angustula	-79.509056	9.006013
GBIF_37797	Tetragonisca angustula	-79.407222	9.101389
